basin,horizon,xgb_obs_NSE,xgb_oracle_NSE,delta_NSE,n_aligned
bow,1,0.8712049278628415,0.8648551796059144,-0.006349748256927135,755
bow,3,0.9156324625193186,0.46555145759699346,-0.45008100492232517,753
bow,7,0.8556186422617721,0.7203108568177907,-0.13530778544398137,749
